UID          PID    PPID  C STIME TTY          TIME CMD
bansikah    4555    4429  0 08:10 ?        00:00:15 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4451 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8224972942661932641,14805542728161189160,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4556    4429  0 08:10 ?        00:01:58 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=4451 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8224972942661932641,14805542728161189160,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4566    4429  0 08:10 ?        00:01:04 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=4451 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8224972942661932641,14805542728161189160,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4663    2883  4 08:10 ?        00:10:51 /snap/whatsapp-4linux/3/whatsapp-4linux --no-sandbox
bansikah    4842    4663  0 08:11 ?        00:00:01 /snap/whatsapp-4linux/3/whatsapp-4linux --type=zygote --no-zygote-sandbox --no-sandbox
bansikah    4844    4663  0 08:11 ?        00:00:00 /snap/whatsapp-4linux/3/whatsapp-4linux --type=zygote --no-sandbox
bansikah    4881    4566  0 08:11 ?        00:00:49 /usr/share/code/code --ms-enable-electron-run-as-node /home/bansikah/.vscode/extensions/ms-python.vscode-pylance-2023.10.40/dist/server.bundle.js --cancellationReceive=file:b046fc323b332492bb5ae1e1bb92ac859b33de8219 --node-ipc --clientProcessId=4566
bansikah    4898    4429  1 08:11 ?        00:02:22 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4451 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8224972942661932641,14805542728161189160,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4917    4898  0 08:11 pts/0    00:00:01 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
bansikah    4960    4842  0 08:11 ?        00:01:49 /snap/whatsapp-4linux/3/whatsapp-4linux --type=gpu-process --field-trial-handle=1615788965334740682,9599813091690209211,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --no-sandbox --gpu-preferences=UAAAAAAAAAAgAAAQAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files
bansikah    4976    4663  0 08:11 ?        00:00:28 /snap/whatsapp-4linux/3/whatsapp-4linux --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1615788965334740682,9599813091690209211,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --no-sandbox --shared-files=v8_context_snapshot_data:100
bansikah    4987    4663 34 08:11 ?        01:18:21 /snap/whatsapp-4linux/3/whatsapp-4linux --type=renderer --no-sandbox --field-trial-handle=1615788965334740682,9599813091690209211,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --app-path=/snap/whatsapp-4linux/3/resources/app.asar --no-sandbox --no-zygote --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
bansikah    5034    4663  0 08:11 ?        00:00:24 /snap/whatsapp-4linux/3/whatsapp-4linux --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=1615788965334740682,9599813091690209211,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=none --no-sandbox --shared-files=v8_context_snapshot_data:100
bansikah    5988    2669  0 08:21 ?        00:01:15 /usr/bin/nautilus --gapplication-service
bansikah    6292    2669  0 08:32 ?        00:00:30 /usr/bin/gedit --gapplication-service
bansikah    6403    4898  0 08:38 pts/1    00:00:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
bansikah    6714    4437  1 08:40 ?        00:02:41 /usr/share/code/code --type=renderer --crashpad-handler-pid=4451 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1698044270662187 --launch-time-ticks=2539056231 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8224972942661932641,14805542728161189160,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:5962c8ee-c70d-4ccf-94f8-36b633aa9d27
bansikah    6890    2883  3 08:42 ?        00:06:50 /snap/notion-snap-reborn/19/notion-snap-reborn --no-sandbox
bansikah    6953    6890  0 08:42 ?        00:00:00 /snap/notion-snap-reborn/19/notion-snap-reborn --type=zygote --no-zygote-sandbox --no-sandbox
bansikah    6954    6890  0 08:42 ?        00:00:00 /snap/notion-snap-reborn/19/notion-snap-reborn --type=zygote --no-sandbox
bansikah    6988    6953  4 08:42 ?        00:09:41 /snap/notion-snap-reborn/19/notion-snap-reborn --type=gpu-process --no-sandbox --enable-crash-reporter=5412a4f6-d7d3-40ee-ad1e-cc40cc2b7d72,no_channel --user-data-dir=/home/bansikah/snap/notion-snap-reborn/19/.config/notion-snap-reborn --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,6636132354783282112,7629360767833047144,262144 --disable-features=SpareRendererForSitePerProcess
bansikah    6997    6890  1 08:42 ?        00:02:12 /snap/notion-snap-reborn/19/notion-snap-reborn --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=5412a4f6-d7d3-40ee-ad1e-cc40cc2b7d72,no_channel --user-data-dir=/home/bansikah/snap/notion-snap-reborn/19/.config/notion-snap-reborn --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6636132354783282112,7629360767833047144,262144 --disable-features=SpareRendererForSitePerProcess
bansikah    7104    2883  0 08:47 ?        00:00:22 evince
bansikah    8711    2883  2 09:01 ?        00:05:19 /opt/google/chrome/chrome
bansikah    8716    8711  0 09:01 ?        00:00:00 cat
bansikah    8717    8711  0 09:01 ?        00:00:00 cat
bansikah    8724    2669  0 09:01 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/bansikah/.config/google-chrome/Crash Reports --metrics-dir=/home/bansikah/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.04 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=117.0.5938.62 --initial-client-fd=5 --shared-client-connection
bansikah    8726    2669  0 09:01 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/bansikah/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.04 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=117.0.5938.62 --initial-client-fd=4 --shared-client-connection
bansikah    8732    8711  0 09:01 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --change-stack-guard-on-fork=enable
bansikah    8734    8711  0 09:01 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --change-stack-guard-on-fork=enable
bansikah    8735    8734  0 09:01 ?        00:00:00 /opt/google/chrome/nacl_helper
bansikah    8739    8734  0 09:01 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --change-stack-guard-on-fork=enable
bansikah    8769    8732  2 09:01 ?        00:03:37 /opt/google/chrome/chrome --type=gpu-process --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah    8771    8711  0 09:01 ?        00:01:25 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah    8782    8739  0 09:01 ?        00:00:03 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah    8986    8739  1 09:01 ?        00:02:36 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --disable-nacl --origin-trial-disabled-features=WebGPU --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1698044270662186 --launch-time-ticks=3848667178 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah    9042    8739  0 09:02 ?        00:01:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --disable-nacl --origin-trial-disabled-features=WebGPU --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1698044270662186 --launch-time-ticks=3905247519 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah    9112    8739  0 09:04 ?        00:00:14 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --disable-nacl --origin-trial-disabled-features=WebGPU --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1698044270662186 --launch-time-ticks=3971593268 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah    9141    8739  0 09:04 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --disable-nacl --origin-trial-disabled-features=WebGPU --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1698044270662186 --launch-time-ticks=4001663855 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah    9761    8711  0 09:27 ?        00:00:00 /bin/sh /usr/bin/xdg-email mailto:info@openweathermap.org
bansikah    9931    9761 99 09:27 ?        02:59:06 /usr/lib/thunderbird/thunderbird -compose to='info@openweathermap.org,'
bansikah   10760    2707  0 09:37 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
root       10836       2  0 09:37 ?        00:00:08 [kworker/0:0-events]
bansikah   12827    2707  0 09:54 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/2
bansikah   12847    2707  0 09:54 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/4
root       13406       2  0 10:22 ?        00:00:00 [uas]
root       13407       2  0 10:22 ?        00:00:00 [scsi_eh_3]
root       13408       2  0 10:22 ?        00:00:00 [scsi_tmf_3]
root       13477       1  3 10:23 ?        00:03:09 /sbin/mount.ntfs /dev/sdb2 /media/bansikah/081613F51613E30C -o rw,nodev,nosuid,uid=1000,gid=1000,windows_names,uhelper=udisks2
root       13480       1  0 10:23 ?        00:00:01 /sbin/mount.ntfs /dev/sdb3 /media/bansikah/5ED690A0D6907A4B -o rw,nodev,nosuid,uid=1000,gid=1000,windows_names,uhelper=udisks2
root       13562       2  0 10:23 ?        00:00:05 [kworker/3:0-events]
bansikah   13730    2707  0 10:24 ?        00:00:00 /usr/libexec/gvfsd-afp-browse --spawner :1.3 /org/gtk/gvfs/exec_spaw/5
bansikah   13910    2669 11 10:27 ?        00:10:20 /snap/vlc/3721/usr/bin/vlc --config=/home/bansikah/snap/vlc/common/vlcrc /home/bansikah/Desktop/First lesson/Keyboards & Command Line Interfaces_ Crash Course Computer Science #22.mp4
bansikah   14095    8739  0 10:29 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --disable-nacl --origin-trial-disabled-features=WebGPU --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=37 --time-ticks-at-unix-epoch=-1698044270662186 --launch-time-ticks=9084459011 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah   14155    8739  4 10:31 ?        00:03:52 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --disable-nacl --origin-trial-disabled-features=WebGPU --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=42 --time-ticks-at-unix-epoch=-1698044270662186 --launch-time-ticks=9233277169 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah   14219    2669  0 10:35 ?        00:00:03 /usr/libexec/gnome-terminal-server
bansikah   14237   14219  0 10:35 pts/2    00:00:00 bash
root       14250       2  0 10:36 ?        00:00:35 [kworker/u9:0-rb_allocator]
bansikah   14793    8739  0 10:37 ?        00:00:15 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --disable-nacl --origin-trial-disabled-features=WebGPU --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=46 --time-ticks-at-unix-epoch=-1698044270662186 --launch-time-ticks=9604664978 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah   14862    8739  0 10:40 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=8724 --enable-crash-reporter=030b8e88-1903-48d2-b306-eb280205726d, --disable-nacl --origin-trial-disabled-features=WebGPU --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=47 --time-ticks-at-unix-epoch=-1698044270662186 --launch-time-ticks=9731375724 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,12922540606262782120,16853419966004589066,262144
bansikah   14907    6954  4 10:42 ?        00:03:24 /snap/notion-snap-reborn/19/notion-snap-reborn --type=renderer --enable-crash-reporter=5412a4f6-d7d3-40ee-ad1e-cc40cc2b7d72,no_channel --user-data-dir=/home/bansikah/snap/notion-snap-reborn/19/.config/notion-snap-reborn --app-path=/snap/notion-snap-reborn/19/resources/app.asar --enable-sandbox --no-sandbox --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1698044270662187 --launch-time-ticks=9904451386 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6636132354783282112,7629360767833047144,262144 --disable-features=SpareRendererForSitePerProcess
bansikah   14941    6954  0 10:44 ?        00:00:31 /snap/notion-snap-reborn/19/notion-snap-reborn --type=renderer --enable-crash-reporter=5412a4f6-d7d3-40ee-ad1e-cc40cc2b7d72,no_channel --user-data-dir=/home/bansikah/snap/notion-snap-reborn/19/.config/notion-snap-reborn --app-path=/snap/notion-snap-reborn/19/resources/app.asar --enable-sandbox --no-sandbox --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1698044270662187 --launch-time-ticks=10003012553 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6636132354783282112,7629360767833047144,262144 --disable-features=SpareRendererForSitePerProcess
root       14998       2  0 10:47 ?        00:00:00 [kworker/0:3-events]
root       15111       2  0 11:00 ?        00:00:04 [kworker/u8:1-i915]
root       15249       2  0 11:12 ?        00:00:02 [kworker/2:3-events]
bansikah   15342    2883  0 11:18 ?        00:00:11 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com -M 0 -D 0:0:1920:1080:1:27:0:0:0:0
root       15405       2  0 11:18 ?        00:00:00 [kworker/3:2-events]
root       15448       2  0 11:22 ?        00:00:03 [kworker/u9:1+i915_flip]
root       15624       2  3 11:35 ?        00:00:57 [kworker/1:2-events]
root       15644       2  0 11:36 ?        00:00:00 [kworker/2:0-events]
root       16256       2  0 11:46 ?        00:00:01 [kworker/u8:2-events_unbound]
root       17090       2  0 11:49 ?        00:00:00 [kworker/1:0-events]
root       17923       2  0 11:53 ?        00:00:00 [kworker/u9:2]
root       18016       2  0 11:53 ?        00:00:00 [kworker/u8:0-ext4-rsv-conversion]
root       18559       2  0 11:59 ?        00:00:00 [kworker/2:1-events]
bansikah   18640    4917  0 12:00 pts/0    00:00:00 bash script.sh
root       18644   18640 10 12:00 pts/0    00:00:00 sudo ps -ef
root       18646   18644  0 12:00 pts/3    00:00:00 sudo ps -ef
root       18647   18646  0 12:00 pts/3    00:00:00 ps -ef
